# mpfr-decimal-interval-v1 mpfr=4.2.2 work-precision=768 seed=20260715
# operation left right integer lower upper exact
pow 0xc4a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 0x8b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 0 0xab841ae24b61051a856e1c2940ad8e26818e2956e18f2c1ae65a5ccbbb3d9b2ffc0be6f34ddc601e7813aba4c301d7a5d25b16efd0473c71b04e19c8d3fd8ff60470572648975af4524de29b52f976155d5c7b48b1e4d2c773f1325dc0ccbf55p-766 0xab841ae24b61051a856e1c2940ad8e26818e2956e18f2c1ae65a5ccbbb3d9b2ffc0be6f34ddc601e7813aba4c301d7a5d25b16efd0473c71b04e19c8d3fd8ff60470572648975af4524de29b52f976155d5c7b48b1e4d2c773f1325dc0ccbf56p-766 0
pow 0xfee00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 0xde000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 0 0x9d5efc2a5c0062d7756919408307e9fedb816f0eead5b4bd18a73fb3eca74e89d684a7c3c95fc7e2b9f9e8754fdab3a64d31a23a9a754f6a7ac34af8f867a7599b45da545ffa40c3fc953ed402e97866241207274c7aeb7e54b612fc624c25d8p-766 0x9d5efc2a5c0062d7756919408307e9fedb816f0eead5b4bd18a73fb3eca74e89d684a7c3c95fc7e2b9f9e8754fdab3a64d31a23a9a754f6a7ac34af8f867a7599b45da545ffa40c3fc953ed402e97866241207274c7aeb7e54b612fc624c25d9p-766 0
pow 0x86400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 -0xcf000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 0 0x8ca2140004c05339f86bb614c83086c1acb572f4ec84f6f19371cd1eeb2736ef59c275fbd12433603419fdfc8d6c9d99fd857ac7c4f0f51cecfceb77510ed78e02f5ceec37682d7a37fe1e6a7df508707edcf479b5f29bcce8c31ca709cd6e00p-768 0x8ca2140004c05339f86bb614c83086c1acb572f4ec84f6f19371cd1eeb2736ef59c275fbd12433603419fdfc8d6c9d99fd857ac7c4f0f51cecfceb77510ed78e02f5ceec37682d7a37fe1e6a7df508707edcf479b5f29bcce8c31ca709cd6e01p-768 0
pow 0xa1600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 -0xe0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-517 0 0xf4ebc19c07078c83ca5478bc68e0550ec8529a702e1b5e5f2e56aebbdc181d5b85527858bbc18a38075b5ca82ce574f370c4e0c22ad8785355638f23dcef64b2745db7e50eb8f1d9e34c80d0210f6fd5a748347297a0822bea4a0af97bd84aafp-768 0xf4ebc19c07078c83ca5478bc68e0550ec8529a702e1b5e5f2e56aebbdc181d5b85527858bbc18a38075b5ca82ce574f370c4e0c22ad8785355638f23dcef64b2745db7e50eb8f1d9e34c80d0210f6fd5a748347297a0822bea4a0af97bd84ab0p-768 0
hypot -0xe4200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 -0xd8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 0 0xe4862b9c3f7020873e6141d734253d01e503d2b0f686c508a01279951e2ca1ec80b9e7bf2e1988566cd43c3b342b2dbcbce91e227bf340cc0540fceff0492b5e9d9d860777be932ae8ff3995bda116ea2423f8358671151b12187da9a39360f9p-765 0xe4862b9c3f7020873e6141d734253d01e503d2b0f686c508a01279951e2ca1ec80b9e7bf2e1988566cd43c3b342b2dbcbce91e227bf340cc0540fceff0492b5e9d9d860777be932ae8ff3995bda116ea2423f8358671151b12187da9a39360fap-765 0
hypot 0xdc200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 0x81c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 0 0xff84ec6a1638e1156257cf5b4ea1b2abe586b2b5acbda78616f82f8468d2367ec5c71018c59c0f13fe162f26e2f3a398171c820b9daae842cb1ea3d25aa03d72f5e5d1b15f740fa3a966ef35b4aecce3767ca36650ff66a324a90586fcf796bep-765 0xff84ec6a1638e1156257cf5b4ea1b2abe586b2b5acbda78616f82f8468d2367ec5c71018c59c0f13fe162f26e2f3a398171c820b9daae842cb1ea3d25aa03d72f5e5d1b15f740fa3a966ef35b4aecce3767ca36650ff66a324a90586fcf796bfp-765 0
hypot 0xf8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 0xea800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 0 0x84a218981c3d76d1fbfb42911a566942b6eeec28437f8ceb49d32e6582842e671cb6964220f9d9919c332743412404265577896683490af16dbbaa5bbc3d92654a01f2c409d87f2de5e0b4b662910e938cf4bc85a2fa2e76267d5a849c6581e8p-765 0x84a218981c3d76d1fbfb42911a566942b6eeec28437f8ceb49d32e6582842e671cb6964220f9d9919c332743412404265577896683490af16dbbaa5bbc3d92654a01f2c409d87f2de5e0b4b662910e938cf4bc85a2fa2e76267d5a849c6581e9p-765 0
hypot -0xa9200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 0xa7200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 0 0xedc4d412acad2e27d5ba6121423b82334d6bba4def6513d4c02f3bf07c17389b14fa493c4ee5cfd82b0c6792536fa26333e946a57f043c44713529e5804e216366477080e2286f21b7269b100d0164262969274b78e89000b95b5dbc04e270c3p-765 0xedc4d412acad2e27d5ba6121423b82334d6bba4def6513d4c02f3bf07c17389b14fa493c4ee5cfd82b0c6792536fa26333e946a57f043c44713529e5804e216366477080e2286f21b7269b100d0164262969274b78e89000b95b5dbc04e270c4p-765 0
sin -0xc3c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xa9c96284ed58867e1dd1f414abf5a69cdad36660a2788ad857b6eb30f9dd9a5fdb8b707d9ea87cb1378bef43801abc1d5bc2c6d217d44e57f6748c27a161fd7d8df399c21687f19e7197a34447c356f2b991f3abe5266d95058f6873c70730bep-771 -0xa9c96284ed58867e1dd1f414abf5a69cdad36660a2788ad857b6eb30f9dd9a5fdb8b707d9ea87cb1378bef43801abc1d5bc2c6d217d44e57f6748c27a161fd7d8df399c21687f19e7197a34447c356f2b991f3abe5266d95058f6873c70730bdp-771 0
sin -0xbc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 -0xbaf2153957d29a4a203b77c7bc24e0c5f30d0a9a0ad49752f82b7260e5ec629521dfe6986c57801b15dc5f8ec040f9e1aad276192a6caf22e06bdd14d4f8060e66b6598af506021d0aeb6904e75429437ede3bba5f398709e0b24fb08d245516p-770 -0xbaf2153957d29a4a203b77c7bc24e0c5f30d0a9a0ad49752f82b7260e5ec629521dfe6986c57801b15dc5f8ec040f9e1aad276192a6caf22e06bdd14d4f8060e66b6598af506021d0aeb6904e75429437ede3bba5f398709e0b24fb08d245515p-770 0
sin 0xbb800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xd75edd7da4fe413b9d8173524d43f65915e8fa3c15ce8afe37708d5ea6912c1c40fd1ad3b69356474729d7bec40b4047319ff75c749d68b98e40dc104422c748782a443b4677d7ae1a51f75c64d324dbdc56dfbd6d9693b42a130981785472a9p-770 0xd75edd7da4fe413b9d8173524d43f65915e8fa3c15ce8afe37708d5ea6912c1c40fd1ad3b69356474729d7bec40b4047319ff75c749d68b98e40dc104422c748782a443b4677d7ae1a51f75c64d324dbdc56dfbd6d9693b42a130981785472aap-770 0
sin -0xc4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0xffccc2aa4e734aaf54d9f7f927918ff19a619204d63f155650d22695a7916bb70b52a566212b4fe541ad847f0f799f2bbebe3784a4c97afccd08fe09c892f0f19db997a659e65c0fae53ddee1e47c6d82275ca28b120b66eae17083c28b65905p-768 -0xffccc2aa4e734aaf54d9f7f927918ff19a619204d63f155650d22695a7916bb70b52a566212b4fe541ad847f0f799f2bbebe3784a4c97afccd08fe09c892f0f19db997a659e65c0fae53ddee1e47c6d82275ca28b120b66eae17083c28b65904p-768 0
cos -0xac400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xe67e62fcf445d7cb5bd141867d58c878725f64629f9045d65372a6b6dbd6fbf84cc570c581808e4f3cafce00f6b0db884acfa440a456bdd4ab2abcd395b7a072e70d618fc456dc31c404c7f84d81b2cf81ade73371fe0f74e31f7d19228d3616p-768 -0xe67e62fcf445d7cb5bd141867d58c878725f64629f9045d65372a6b6dbd6fbf84cc570c581808e4f3cafce00f6b0db884acfa440a456bdd4ab2abcd395b7a072e70d618fc456dc31c404c7f84d81b2cf81ade73371fe0f74e31f7d19228d3615p-768 0
cos -0xaac00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xe3d1e08d274eb394bf2be372bf632911829767532bff3dff773015b14504e6e0c13e8cb458a3a1c80c796d51002fd0b05c3e75e78ef4433fc6a90a44c4fa7cdfaff1bf737e525ff1f87a1bf16dc9bca8733fd348ccf2570b82ff0e6719b0e9ecp-768 -0xe3d1e08d274eb394bf2be372bf632911829767532bff3dff773015b14504e6e0c13e8cb458a3a1c80c796d51002fd0b05c3e75e78ef4433fc6a90a44c4fa7cdfaff1bf737e525ff1f87a1bf16dc9bca8733fd348ccf2570b82ff0e6719b0e9ebp-768 0
cos -0x90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xa0cffc8dcdd364cbdeb694683032172b98e5ea0febef98425b58e15eed2d63c6776da8e3a6c10d515aac4d8a60df6a7cbff482bfd4609cfe29c08b2f384c4cf49595f071c78035973a245e0e8ecc691c8f3710beda5ee71ef59cd0f098f4f436p-768 -0xa0cffc8dcdd364cbdeb694683032172b98e5ea0febef98425b58e15eed2d63c6776da8e3a6c10d515aac4d8a60df6a7cbff482bfd4609cfe29c08b2f384c4cf49595f071c78035973a245e0e8ecc691c8f3710beda5ee71ef59cd0f098f4f435p-768 0
cos -0xf6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x929fdbb0d9edc304f39521c1e53b1b7d65803560d1addcd50c95f42df33237a1f6f577a5400900fe9d68f18a1a13a53e1fae7e3da0e27eb09c5e2efd6f7cc14563d76e80fd42043e1a86ff798fd5b00d307ee38b159bd86ff0ddd0c0f7171765p-768 0x929fdbb0d9edc304f39521c1e53b1b7d65803560d1addcd50c95f42df33237a1f6f577a5400900fe9d68f18a1a13a53e1fae7e3da0e27eb09c5e2efd6f7cc14563d76e80fd42043e1a86ff798fd5b00d307ee38b159bd86ff0ddd0c0f7171766p-768 0
tan 0x94000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0xa709b582825af630563dcc444ced2954c5bc896d3109d2b40aad5659aac999d3e6de4ecd6090b5db21baaa2ad2d04b75b494605b28c4c0c4a03e109b966b080e30b165d9a461977756dce1eddfea100d774603d3b56e75ffd618129c78df3fb7p-768 0xa709b582825af630563dcc444ced2954c5bc896d3109d2b40aad5659aac999d3e6de4ecd6090b5db21baaa2ad2d04b75b494605b28c4c0c4a03e109b966b080e30b165d9a461977756dce1eddfea100d774603d3b56e75ffd618129c78df3fb8p-768 0
tan 0x8e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x80b73169bceb4eb22130617a10c8c3526c1c3fc38f290de9ada4b9bf6ef0b6737801ec1e4e5a0b303f85813e98097a6c2a6d66b25b3bb1067701d352766fd62686576e12a0feba5daf319095532d82974307f063ee37d2c98b60938b0aaa3fe0p-766 0x80b73169bceb4eb22130617a10c8c3526c1c3fc38f290de9ada4b9bf6ef0b6737801ec1e4e5a0b303f85813e98097a6c2a6d66b25b3bb1067701d352766fd62686576e12a0feba5daf319095532d82974307f063ee37d2c98b60938b0aaa3fe1p-766 0
tan -0xc2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 -0xcbd9aa9c945ed2184f6396d6923372668e85f62bc35daed062a198631ab62abdbc1c4c130a2c6b9576f0afe3b5f6b3fdea0de6e388bd1c1600419d51fb8d4450332201eabd89b6d95c35a3536aad230a0cfa8b58f381c3cad6f037d6d3a1fd57p-769 -0xcbd9aa9c945ed2184f6396d6923372668e85f62bc35daed062a198631ab62abdbc1c4c130a2c6b9576f0afe3b5f6b3fdea0de6e388bd1c1600419d51fb8d4450332201eabd89b6d95c35a3536aad230a0cfa8b58f381c3cad6f037d6d3a1fd56p-769 0
tan -0x8a400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xbf6fbe97728d538ce274c6df08cfb753a03a77fdbea69ddfad88ddf92c1bfb92fddcbe709bef951d479e92afbb65a35e61b1eef4ed6f69af592e17b290adf8e2c5868c4915d7a63ef1a3c5749db984212dae2de85b08d9cd0aac0d5341891b04p-767 0xbf6fbe97728d538ce274c6df08cfb753a03a77fdbea69ddfad88ddf92c1bfb92fddcbe709bef951d479e92afbb65a35e61b1eef4ed6f69af592e17b290adf8e2c5868c4915d7a63ef1a3c5749db984212dae2de85b08d9cd0aac0d5341891b05p-767 0
sinpi 0xe8a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 -0xbfc7671ab8bb84c6e4e62d86dd136e77a4b71762aa6a622dd3810198147748ad4a009b490f31716ff0e5064107bb6bf186ba82e9e43afba260074b54721d8124dfd3f61a60619d17fc6ef89551c0899aae9e6eef8c6031ee580636f8e7d08e47p-768 -0xbfc7671ab8bb84c6e4e62d86dd136e77a4b71762aa6a622dd3810198147748ad4a009b490f31716ff0e5064107bb6bf186ba82e9e43afba260074b54721d8124dfd3f61a60619d17fc6ef89551c0899aae9e6eef8c6031ee580636f8e7d08e46p-768 0
sinpi -0x80200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 -0xc90e8fe6f63c2330f1d7d06db39ea9fc095d01be8b0bc941b80ea263afe0f6f8da217c3f5ee1a68d6c190a095676d213c510b5e13114961b24a0d9fe2d19d6fc7b6c3d1edd251ab93eb53cc600faa88721a2733520607bfe3e94b7d560a2c6c5p-774 -0xc90e8fe6f63c2330f1d7d06db39ea9fc095d01be8b0bc941b80ea263afe0f6f8da217c3f5ee1a68d6c190a095676d213c510b5e13114961b24a0d9fe2d19d6fc7b6c3d1edd251ab93eb53cc600faa88721a2733520607bfe3e94b7d560a2c6c4p-774 0
sinpi 0xa8800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 -0xbdaef913557d76f0ac85320f528d6d5c9c677149abc2caafe0bd35686bed05f06a8e73990ff51f79e9fd235a467a63478ce6efc23cc3202232f2ba0aefb17aec7e5020d89643751035ce65fc8b89f9846bab8ab62be565b03761b03b1c26b327p-768 -0xbdaef913557d76f0ac85320f528d6d5c9c677149abc2caafe0bd35686bed05f06a8e73990ff51f79e9fd235a467a63478ce6efc23cc3202232f2ba0aefb17aec7e5020d89643751035ce65fc8b89f9846bab8ab62be565b03761b03b1c26b326p-768 0
sinpi -0xea800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xdebe05637ca94cfb4b19aa71fec3ae6cd4a257966e11637986a3422b18230d41a01d809beb9cbef8acd64cce066f8325888ab7724369ad4bf168307e06b61dc07ba2bfd6457cc91af1489d6c9685ada0a8c81c4066d0068c68b20bb22a650974p-768 0xdebe05637ca94cfb4b19aa71fec3ae6cd4a257966e11637986a3422b18230d41a01d809beb9cbef8acd64cce066f8325888ab7724369ad4bf168307e06b61dc07ba2bfd6457cc91af1489d6c9685ada0a8c81c4066d0068c68b20bb22a650975p-768 0
cospi -0xd3c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 -0xb8442987d22cf5769cc3ef36746de3b7deea8efebb77025656fa1d400a4367b3d0783ffb47d88ede737e260fbac903ec6e322087d072c383fb8a40e4282694ea1849ca428e5a24182402eaf55defb23db7ef6236509a49048376ecc4830f5d50p-769 -0xb8442987d22cf5769cc3ef36746de3b7deea8efebb77025656fa1d400a4367b3d0783ffb47d88ede737e260fbac903ec6e322087d072c383fb8a40e4282694ea1849ca428e5a24182402eaf55defb23db7ef6236509a49048376ecc4830f5d4fp-769 0
cospi 0xd1400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xa99414951aacae5ed147625fda929af7a78b957f2ae93736bbbdccbb12ab128736880f67db05c7052aff44eacb27bb100bac7274e5fc07d375137c9cd8d63928f9c49e59fac0c989b7d10229526d7e0c4cf73c014c78460c7df38039942d36bfp-768 -0xa99414951aacae5ed147625fda929af7a78b957f2ae93736bbbdccbb12ab128736880f67db05c7052aff44eacb27bb100bac7274e5fc07d375137c9cd8d63928f9c49e59fac0c989b7d10229526d7e0c4cf73c014c78460c7df38039942d36bep-768 0
cospi -0xdf600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 -0xff84ab2c738d6a03519c314973ccae6b3cb04da7e6b0bbc3369ca2e0608be070a7ba18398767930a1018736805f7bf8753a25dff22830be07245d6da58a05063c1f76c5797e7a40299e34c173667e8e7afd37082a90870b92f6228403ec05357p-768 -0xff84ab2c738d6a03519c314973ccae6b3cb04da7e6b0bbc3369ca2e0608be070a7ba18398767930a1018736805f7bf8753a25dff22830be07245d6da58a05063c1f76c5797e7a40299e34c173667e8e7afd37082a90870b92f6228403ec05356p-768 0
cospi 0xd3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0xd9f269f7aab88c2928e81dcb6dab91ac768df376f0edc304f2abc04130b0a03c31cd467b273c3b6bcfa21aafbc4af64def3cbc2216423e25f84f400eb4d52a61c500dcd1f80a46a09fa35fd8f1415d7007160c06bb323eb25eadca848f98f9aap-768 -0xd9f269f7aab88c2928e81dcb6dab91ac768df376f0edc304f2abc04130b0a03c31cd467b273c3b6bcfa21aafbc4af64def3cbc2216423e25f84f400eb4d52a61c500dcd1f80a46a09fa35fd8f1415d7007160c06bb323eb25eadca848f98f9a9p-768 0
tanpi -0x94c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xfe4ad5d6b67a51b7127cf34b46b9bd93775936595ab7c7b149cda27c4d3c83a98a65d597dfb5e5ca81cba73c67d3f1da0af2c24ab6a85fccf5a4570ebdc2b92f133a0b0d4954a97372cbc090a90ee49c2096bd7620c4d56bbd02b2c2b5d2ecb5p-767 0xfe4ad5d6b67a51b7127cf34b46b9bd93775936595ab7c7b149cda27c4d3c83a98a65d597dfb5e5ca81cba73c67d3f1da0af2c24ab6a85fccf5a4570ebdc2b92f133a0b0d4954a97372cbc090a90ee49c2096bd7620c4d56bbd02b2c2b5d2ecb6p-767 0
tanpi -0xdd400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xeb9cc68af386d455f9ae45cb583e1f5996afd0481e2a25cfe24d383707e0a9eb3e985e8d6e4780ab5dacd79532daf7f5adf7571d748ea5a362a35a349c73a199977c0af2941e470a8af2bc85a200e5bfc42a96f0ea7e0559d8101c4d5e591545p-765 -0xeb9cc68af386d455f9ae45cb583e1f5996afd0481e2a25cfe24d383707e0a9eb3e985e8d6e4780ab5dacd79532daf7f5adf7571d748ea5a362a35a349c73a199977c0af2941e470a8af2bc85a200e5bfc42a96f0ea7e0559d8101c4d5e591544p-765 0
tanpi 0xa6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xac96888a17d2a96a085e3bc3af6546d313664f8529c52c535911a7f119ec40fbfd1efffedb18938029612b9d3c0f7b3ef5c7f1c33bfd390b56cfbe14b5bdc4d209d1d8bbae8c24d3658a71f897cb1be5e7da151394a6372639b6a03450ce55a4p-767 0xac96888a17d2a96a085e3bc3af6546d313664f8529c52c535911a7f119ec40fbfd1efffedb18938029612b9d3c0f7b3ef5c7f1c33bfd390b56cfbe14b5bdc4d209d1d8bbae8c24d3658a71f897cb1be5e7da151394a6372639b6a03450ce55a5p-767 0
tanpi -0xbe000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xc9b5dc62d96d130fa0a9ed13af420d71e90549a2e1c87995ea20243139fd2cd979edcf6c47686a0818a7e4ce4a3177b365eefdd06a14c38b2736cc81da29c96fa44d892969ac04ea38cb62b7b458c24ebfcc83d448b2faa6dc3619ae4ceef0a8p-771 0xc9b5dc62d96d130fa0a9ed13af420d71e90549a2e1c87995ea20243139fd2cd979edcf6c47686a0818a7e4ce4a3177b365eefdd06a14c38b2736cc81da29c96fa44d892969ac04ea38cb62b7b458c24ebfcc83d448b2faa6dc3619ae4ceef0a9p-771 0
asin -0xf0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-515 - 0 -0xf08d804f134da9865800d58cefc6944fa73843c4a7bba02b7e5a5407abee682f5a28005925254370a6b92c6da990bc1dc5da9f728d23b49cf294a4987d8f1a2464a154f3279b4b375d49d32929c7844f1202b5cccc3794c1d5225a0737df91cap-771 -0xf08d804f134da9865800d58cefc6944fa73843c4a7bba02b7e5a5407abee682f5a28005925254370a6b92c6da990bc1dc5da9f728d23b49cf294a4987d8f1a2464a154f3279b4b375d49d32929c7844f1202b5cccc3794c1d5225a0737df91c9p-771 0
asin -0xfe000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 -0x84e359531b5db8dea1e9a3201033f9fb12694621ca1f4036680a2de5d08e0645d0095ef62f7091b8bf3669975acf56f979bb3cd7a3c34bce0808981e41480da261f3e047b45030d76260afe64dabcfb4ca32d4066bfa5dc21101912bb5326112p-768 -0x84e359531b5db8dea1e9a3201033f9fb12694621ca1f4036680a2de5d08e0645d0095ef62f7091b8bf3669975acf56f979bb3cd7a3c34bce0808981e41480da261f3e047b45030d76260afe64dabcfb4ca32d4066bfa5dc21101912bb5326111p-768 0
asin 0xfe000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0x84e359531b5db8dea1e9a3201033f9fb12694621ca1f4036680a2de5d08e0645d0095ef62f7091b8bf3669975acf56f979bb3cd7a3c34bce0808981e41480da261f3e047b45030d76260afe64dabcfb4ca32d4066bfa5dc21101912bb5326111p-768 0x84e359531b5db8dea1e9a3201033f9fb12694621ca1f4036680a2de5d08e0645d0095ef62f7091b8bf3669975acf56f979bb3cd7a3c34bce0808981e41480da261f3e047b45030d76260afe64dabcfb4ca32d4066bfa5dc21101912bb5326112p-768 0
asin 0xe0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-516 - 0 0xe01c9f32e164990d0a050c59954dfaac61768852fe1c372cafa6a5a0b88d10d4d60ebe78fa80eeeee16bf4ab64fc1e6603ced4290df3f8e45488a7a64f985fae14cde52dd579e89057dabc916b00c946699c81f01d4c2bb83875a936227919b4p-772 0xe01c9f32e164990d0a050c59954dfaac61768852fe1c372cafa6a5a0b88d10d4d60ebe78fa80eeeee16bf4ab64fc1e6603ced4290df3f8e45488a7a64f985fae14cde52dd579e89057dabc916b00c946699c81f01d4c2bb83875a936227919b5p-772 0
acos 0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x0p-1073741823 0x0p-1073741823 1
acos -0xba000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 0xf8a694fbad3a9c115a78cf4be07f71cdce952ffe41041d41266b625122134f22a6bac7f4203d859fd44245caf04815ed3e80fe4339028c631638c8c6660bb8536d4c873d7ddbf7e14ef1a54c535eff312c7f48e63bf3c431339b757f68f41093p-767 0xf8a694fbad3a9c115a78cf4be07f71cdce952ffe41041d41266b625122134f22a6bac7f4203d859fd44245caf04815ed3e80fe4339028c631638c8c6660bb8536d4c873d7ddbf7e14ef1a54c535eff312c7f48e63bf3c431339b757f68f41094p-767 0
acos 0x94000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0xf4516ce229861de078483e1565c41eecce1481c49c396454eb9d2090754adaa48500e3566a3a704caba74670232eeb15b8f0d04b0d38529556046b04ddf83ab221d03033d178da2662cdf680c1ba028906c4784e4a7ce689eaa14eec7f99ff55p-768 0xf4516ce229861de078483e1565c41eecce1481c49c396454eb9d2090754adaa48500e3566a3a704caba74670232eeb15b8f0d04b0d38529556046b04ddf83ab221d03033d178da2662cdf680c1ba028906c4784e4a7ce689eaa14eec7f99ff56p-768 0
acos -0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc74020bbea63b139b22514a08798e3404ddef9519b3cd3a431b302b0a6df25f14374fe1356d6d51c245e485b576625e7ec6f44c42e9a637ed6b0bff5cb6f406b7edee386bfb5a899fa5p-766 0xc90fdaa22168c234c4c6628b80dc1cd129024e088a67cc74020bbea63b139b22514a08798e3404ddef9519b3cd3a431b302b0a6df25f14374fe1356d6d51c245e485b576625e7ec6f44c42e9a637ed6b0bff5cb6f406b7edee386bfb5a899fa6p-766 0
atan -0xc3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 -0xa078336404684af0c8e515e29bdee7686946a6accd9babc5aed4f387d29908402d63ca21ea9ef60394bc27d3241ffa7faed71e400d44ff60c075398260402077915eda09350739024572dbdb2073a7f4f3e5e0b5319a4fed0607397f100ce75cp-767 -0xa078336404684af0c8e515e29bdee7686946a6accd9babc5aed4f387d29908402d63ca21ea9ef60394bc27d3241ffa7faed71e400d44ff60c075398260402077915eda09350739024572dbdb2073a7f4f3e5e0b5319a4fed0607397f100ce75bp-767 0
atan -0xf7800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 -0x8bf8006110fe9bfe57ca2471e06237c2174969acb9b6fdd9750139c918190a139614648d68947cd844aa5240e579c52705f226c7ce9f0da053e6f55362b3969cc620135ed71d3b936374d60f6d18e344dcf402fbbd1671a4d0fb1e100b511ca7p-767 -0x8bf8006110fe9bfe57ca2471e06237c2174969acb9b6fdd9750139c918190a139614648d68947cd844aa5240e579c52705f226c7ce9f0da053e6f55362b3969cc620135ed71d3b936374d60f6d18e344dcf402fbbd1671a4d0fb1e100b511ca6p-767 0
