# mpfr-elementary-v1 mpfr=4.2.2 cases-per-cell=4 seed=20260715
# operation precision rounding left right integer expected inexact invalid division_by_zero
log10 113 z 0xae700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1099ae6fba78761c63edbc79af49ep-112 1 0 0
log10 113 z 0xb7c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x184a5c9f9b9b810af408f3280c924p-113 1 0 0
log10 113 z 0xd1200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1a1693b3293488d48f03e0175b3d9p-113 1 0 0
log10 113 z 0xf3800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x12eb0639702b6cb094d88484997acp-112 1 0 0
log10 113 u 0xdf600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1b011a3ff310dd14281a10e1d562bp-113 1 0 0
log10 113 u 0xa1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x19806d9414a2097207328f766decep-116 1 0 0
log10 113 u 0x8bd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1e202975491772a2c1eecf6bc81f0p-113 1 0 0
log10 113 u 0xe5c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1283a08da2e93710fedfc5d7b975cp-112 1 0 0
log10 113 d 0xc4f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x11717e67270f15ab3ab1c0b3b10cfp-112 1 0 0
log10 113 d 0xd0600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x11d5ea8ada2fd6228bcae0e55a10cp-112 1 0 0
log10 113 d 0xc6200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1956568445040747876c0c5c1b548p-113 1 0 0
log10 113 d 0xf8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1c7528d81155cd6a27eba97ccca00p-113 1 0 0
log10 113 a 0xee300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x12c3c8ddebe7df06b4c57b751d3f0p-112 1 0 0
log10 113 a 0xd0a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x11d80c93161f0eeda6c5fb2a2b6a7p-112 1 0 0
log10 113 a 0xb9400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x1d8a7f783353841dc84c5cbaead8dp-114 1 0 0
log10 113 a 0xf6400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x12ff006a9b2a53f25e6c2d2efb8e8p-112 1 0 0
log1p 24 n 0xba000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xae68f3p-23 1 0 0
log1p 24 n 0xb0c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xa99589p-23 1 0 0
log1p 24 n 0x99400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x9c6fedp-23 1 0 0
log1p 24 n 0xf2c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xc8985fp-23 1 0 0
log1p 24 na 0xa1a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xe66c8ap-23 1 0 0
log1p 24 na -0xe1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0x871dbep-22 1 0 0
log1p 24 na 0xc0800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xeaf859p-24 1 0 0
log1p 24 na 0xe1800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x85754ap-22 1 0 0
log1p 24 z 0xaa000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0xd85610p-24 1 0 0
log1p 24 z 0x95c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x9a5bb7p-23 1 0 0
log1p 24 z 0xb1400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xf05b8cp-23 1 0 0
log1p 24 z 0xe7400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x86df1fp-22 1 0 0
log1p 24 u 0x8f200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xd991dfp-23 1 0 0
log1p 24 u 0xbde00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xf7db3fp-23 1 0 0
log1p 24 u 0xbe000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xf7edb3p-23 1 0 0
log1p 24 u 0x85c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x906641p-23 1 0 0
log1p 24 d -0x9e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0xf5d053p-24 1 0 0
log1p 24 d -0xa7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0x873cbdp-23 1 0 0
log1p 24 d 0xfde00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x8c25fdp-22 1 0 0
log1p 24 d 0xe8800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x848a02p-23 1 0 0
log1p 24 a 0x85e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xd29fb3p-23 1 0 0
log1p 24 a 0xe5400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x86622cp-22 1 0 0
log1p 24 a 0x90800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xda9225p-23 1 0 0
log1p 24 a 0x9b800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x9dc18dp-23 1 0 0
log1p 53 n 0x8d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1b003a65a05944p-52 1 0 0
log1p 53 n 0xa9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x14acab1c062bb0p-52 1 0 0
log1p 53 n 0xd3800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x103c2c2065dbf9p-51 1 0 0
log1p 53 n 0x80c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x11a3e27ffe5b90p-52 1 0 0
log1p 53 na 0x9b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1c3ef77581dcb5p-52 1 0 0
log1p 53 na 0x87600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1a78d5efde8095p-52 1 0 0
log1p 53 na 0xda800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1076377c4ad95cp-51 1 0 0
log1p 53 na 0x8ce00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1afd447b447159p-52 1 0 0
log1p 53 z 0xd0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-515 - 0 0x18c345d6319b20p-56 1 0 0
log1p 53 z 0xdc200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1083759249de38p-51 1 0 0
log1p 53 z 0xc1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x1d6bd0527cab66p-53 1 0 0
log1p 53 z 0xb2c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x155494121f7419p-52 1 0 0
log1p 53 u 0xd8600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1064c4f5fc797dp-51 1 0 0
log1p 53 u 0x9fc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1ca5b5c113f3c0p-52 1 0 0
log1p 53 u 0xf7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x1132c5e609dfe0p-52 1 0 0
log1p 53 u 0x8ec00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x12c314cab7c454p-52 1 0 0
log1p 53 d 0xfd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x15fe1edad18918p-53 1 0 0
log1p 53 d 0xa1e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1cd2da4ce46b51p-52 1 0 0
log1p 53 d -0xba000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0x14bf35d64be33bp-52 1 0 0
log1p 53 d 0xa0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1cab0bfa2a2002p-52 1 0 0
log1p 53 a 0xb2400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1e1ef8b2cc2db6p-52 1 0 0
log1p 53 a 0xe4a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x10c75db386ea66p-51 1 0 0
log1p 53 a -0xf0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 -0x162e42fefa39f0p-51 1 0 0
log1p 53 a 0xb1800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x1bd661733824a4p-53 1 0 0
log1p 113 n 0x8e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x1c3dd7a7cdad4d73b3c14b7a9a6d8p-114 1 0 0
log1p 113 n -0x82000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 -0x12bef07cdc93539f494a009e7de0cp-114 1 0 0
log1p 113 n 0xcf400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x10181c826dd18d2343f45bde696ebp-111 1 0 0
log1p 113 n 0x82400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x19f974d9af49b50ee19e3941bee84p-112 1 0 0
log1p 113 na 0x95800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1bc4b05bbb326bd5efff34aeee8d6p-112 1 0 0
log1p 113 na 0xbae00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1ec3a51d7066e661648b9dcda6a9bp-112 1 0 0
log1p 113 na 0xfe000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1185a4e3b689ad80c99e18524b6c5p-111 1 0 0
log1p 113 na 0xe2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x10b2a2547133a72c99090d58094cep-111 1 0 0
log1p 113 z 0xe4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x184932ce944bba624c2aa5bb18d43p-112 1 0 0
log1p 113 z 0xaea00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1dd7bc22697de42053862b10e7e50p-112 1 0 0
log1p 113 z -0xe4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 -0x101eae5626c690f73eb7a16b668f3p-114 1 0 0
log1p 113 z 0x8d200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1b032fc3d7f1a26eb9a16cbc934ebp-112 1 0 0
log1p 113 u 0xbb600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1eccfdc26ec7385864c608f697725p-112 1 0 0
log1p 113 u -0xc6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-513 - 0 -0x1f4aa7ee03192cde56f014a8b436ap-114 1 0 0
log1p 113 u 0xdaa00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x10773d0a8075f2f52cd9d6a05db01p-111 1 0 0
log1p 113 u 0x8cc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1afa4e049053514d5566b47baa94dp-112 1 0 0
log1p 113 d 0xac800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1dad64653bef5c859750106c64161p-112 1 0 0
log1p 113 d 0xee000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x150913cc01686b4bcb3a5b0b56c3dp-113 1 0 0
log1p 113 d 0x8d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x1c149ff115f026acd0d1bcfe73ec2p-114 1 0 0
log1p 113 d 0xc2c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1f546d7199bdb89e3f183eeaa4167p-112 1 0 0
log1p 113 a 0x98800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1c07d68388b0e2e5c28dc3f81302ap-112 1 0 0
log1p 113 a 0xd5c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x104f026e6e83e9ad5eca48740e0d7p-111 1 0 0
log1p 113 a 0xb5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1e5432cdcecd5868779cf6b8943d4p-112 1 0 0
log1p 113 a 0xb3e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1e3e81df7fb5f00e5e17e045156f0p-112 1 0 0
sqrt 24 n 0x99000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x8bf15ep-23 1 0 0
sqrt 24 n 0xbda00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x9bcb74p-22 1 0 0
sqrt 24 n 0xfcc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xfe5eacp-22 1 0 0
sqrt 24 n 0xcff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xe6b87ap-22 1 0 0
sqrt 24 na 0xbf600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xdd5764p-22 1 0 0
sqrt 24 na 0xcc200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xa1a43fp-22 1 0 0
sqrt 24 na 0xc0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-514 - 0 0xddb3d7p-25 1 0 0
sqrt 24 na 0xa9300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xd01d88p-22 1 0 0
sqrt 24 z 0xafa00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xd409a8p-22 1 0 0
sqrt 24 z 0xc2a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x9dd5d9p-22 1 0 0
sqrt 24 z 0xed400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xf6725ep-22 1 0 0
sqrt 24 z 0x96700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xc43ea7p-22 1 0 0
sqrt 24 u 0x8f800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xbfaa98p-23 1 0 0
sqrt 24 u 0x90900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xc05fe9p-22 1 0 0
sqrt 24 u 0xfb800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xfdbd73p-22 1 0 0
sqrt 24 u 0xd7b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xeafb1ap-22 1 0 0
sqrt 24 d 0xb8400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x999221p-22 1 0 0
sqrt 24 d 0xcf400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0xe656c0p-23 1 0 0
sqrt 24 d 0xdb800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0xa79e5dp-22 1 0 0
sqrt 24 d 0xacf00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xd268bcp-22 1 0 0
sqrt 24 a 0x98600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xc58123p-22 1 0 0
sqrt 24 a 0x8b100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xbcadfcp-22 1 0 0
sqrt 24 a 0x84000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0xb7d376p-22 1 0 0
sqrt 24 a 0xac600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x948a21p-22 1 0 0
sqrt 53 n 0xc5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x13d97474f76df2p-52 1 0 0
sqrt 53 n 0xd6500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1d476187c0319ap-51 1 0 0
sqrt 53 n 0xfc800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1678e26e30fc21p-51 1 0 0
sqrt 53 n 0x9b800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x11a29bf2defe49p-52 1 0 0
sqrt 53 na 0xe7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x157e82ecdabe8dp-52 1 0 0
sqrt 53 na 0xab200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x12800000000000p-51 0 0 0
sqrt 53 na 0x9c800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x19051e3235a458p-51 1 0 0
sqrt 53 na 0x92c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x183a63a3bad19fp-52 1 0 0
sqrt 53 z 0xe5200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1e46148bc3e97dp-51 1 0 0
sqrt 53 z 0x91a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1110e8885865f4p-51 1 0 0
sqrt 53 z 0xf6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-511 - 0 0x162e5acd0c3ebdp-52 1 0 0
sqrt 53 z 0xc9f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1c6bc2eb5638abp-51 1 0 0
sqrt 53 u 0xb1600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1aa2edcf8bddbcp-51 1 0 0
sqrt 53 u 0xf0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1efce712318b31p-51 1 0 0
sqrt 53 u 0x8a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x109cfdcd8ed009p-51 1 0 0
sqrt 53 u 0x86600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1064c2ba5284ddp-51 1 0 0
sqrt 53 d 0xc1a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1bd470669b0f5dp-51 1 0 0
sqrt 53 d 0x8b500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x179b2c3489b85cp-51 1 0 0
sqrt 53 d 0x9e800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x11cdf34e803fd4p-51 1 0 0
sqrt 53 d 0xd0700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1cdfee44b04df6p-51 1 0 0
sqrt 53 a 0xabc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1288a409406f85p-51 1 0 0
sqrt 53 a 0xb5200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x130869ed317c79p-51 1 0 0
sqrt 53 a 0xfb000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1667c57199104cp-51 1 0 0
sqrt 53 a 0xb1b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1aa8eee0822263p-51 1 0 0
sqrt 113 n 0xae200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1a642b592293500e52cbb65bfec0ap-111 1 0 0
sqrt 113 n 0x9dd00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x191feb9f2bf46c3a708a3121249e7p-111 1 0 0
sqrt 113 n 0xfc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x1fbfbf7ebc755e9355afdec97d29cp-113 1 0 0
sqrt 113 n 0x9bc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x18f5c075a0dd087471afd08ae64e4p-112 1 0 0
sqrt 113 na 0xa6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 0 0x19c4a8969b7076a4d5868caeba182p-113 1 0 0
sqrt 113 na 0x95100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x186b112e0c8c981e27b8bfdbfb65dp-111 1 0 0
sqrt 113 na 0x8c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x10bbb307acafdaead568979062d28p-111 1 0 0
sqrt 113 na 0xe0600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x152f0848e1591b1e1d02cc6b8e52cp-111 1 0 0
sqrt 113 z 0xaaa00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1a1fec66dc7a0cd5cbe377fce9601p-111 1 0 0
sqrt 113 z 0x80500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x16a7af7d7fc88108a709c238580bcp-111 1 0 0
sqrt 113 z 0xc0800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x139f152d0f547045568b187b98b9bp-111 1 0 0
sqrt 113 z 0xcd700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1caa8aea1a12f0b7c52523fe8da16p-111 1 0 0
sqrt 113 u 0xcee00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1cc42c380b9f7dc6d258dd8782d8fp-111 1 0 0
sqrt 113 u 0x9f900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x19437bf5273322cfcc48628d89ae0p-111 1 0 0
sqrt 113 u 0x9e800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x192dea50d285cfc2fa473717889d6p-111 1 0 0
sqrt 113 u 0xfd600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1682d7ff817c143935c9e9431a919p-111 1 0 0
sqrt 113 d 0xb7200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1b10929e143c966d865a6a414d50dp-111 1 0 0
sqrt 113 d 0xcb400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-510 - 0 0x1c835e1de82f8633c5110064edcdbp-112 1 0 0
sqrt 113 d 0x81800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1017ee1acdc962fa84f05e5a7745ap-111 1 0 0
sqrt 113 d 0xc3f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1bfedb67be13b28bd1052b007a329p-111 1 0 0
sqrt 113 a 0xa3600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x19904b1bbc3844a6ae1b1a4c3db55p-111 1 0 0
sqrt 113 a 0xf4200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 0 0x1618ac589f2873983682e64617087p-111 1 0 0
sqrt 113 a 0x87000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x173ce704fb7b23451c2e05ac5e96fp-111 1 0 0
sqrt 113 a 0xdd300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-508 - 0 0x1dbea7c497217c3e5361c0fde0d51p-111 1 0 0
rootn 24 n 0xdc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-512 - 3 0xf36393p-24 1 0 0
rootn 24 n -0xb5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000p-509 - 5 -0xb503f6p-23 1 0 0
